text,class
البنات قاع حكاولي ميمي مسكينة  لي نطلع معاها تحكيلي وش صرا,algeria
زاد رقد مرة أخرا نام مرتو تقولو انتبه لوليدك,algeria
قلت ليها هي ممشاتش حية دار خالتي مسعودة جايين,morocco
انا بصراحة مايعجبنيش لطفي ماسط وياسر يتمقعر على لعباد راك ماسط راك لاسط راك سلعة ماتشيخش راس ماتضحكش,tunisia
ممثلة طيارة و متمكنة تحياتي لاها,tunisia
عيطت لنرجس,algeria
التمقعير على الناس و تشليكهم هو قلة حيا موش ضمار,tunisia
غير أدي لي ما نجمش نحكم فاها,algeria
سافا الحمد لله وش راكي انتيا,algeria
_: (هذا الرقم مرفوع دائما من الخدمة_ أنت ما زهقتش _ ولو حبيت تكلم مصر _ وبرضة ماحدش حايعبرك _ الرجاء الاطلاع على موقعنا الإلكترونى _ ده لو عندك كمبيوتر أصلا _,egypt
يسحقو لانفورماتيك,algeria
بصاراحا فله شرفت المغرب العربي صوت قوي ومميز روعه,tunisia
قﺮيب ربعاطاش,algeria
بصح تفكرتو,morocco
قداشو مربط في راسو ميعرش يحكي وميعرش يتصرف    منعرش كفاه وصل للمنصب هذكا,tunisia
مثلية جنسية ولات حرية شخصية خيت خمج وعفن شئ يقزز,tunisia
سينون وريتلك,algeria
من الناس الي قلبو الفيستا #الشيخ مورو,tunisia
خلاصة الحديث انت معلم :*,tunisia
لحقتك البرية,algeria
و غدي تسجلي حتا هدى,morocco
تيعني تيتدوق الفن ، هي هكدا,morocco
انحب انقول لحسين الديك انت في قلوبنا و قلوب سورين تونس وا لا سوريا بلاد واحدة,tunisia
و عندو عين وحدة و باشع يرهج أحمر,algeria
ممثلة قديرة و أعمالها عسل,tunisia
مابيصدقو يشوفو موضوع يخص الاهلي والناااااار تمسك فيهم ويدخلو يتمنو باقي الفرق تغلبنا حتي لو مش مصريين .. ومش هنسي يوم ماتش الجانرز .. والله كلهم قالو يارب يغلبوكو ..,egypt
كل ما نزيد نقرا الدارجة ، البروبلام يتعقد في راسي,algeria
والي الفذلوك صاحب التعليق رقم (20) ثقافة ايه جمهور الاهلي من 1907 فيه العالم مرورا بجميع فئات الشعب وحتي الرجل البسيط وانت لاتتعدي كونك شخص (يغسل الصحون في النمسا او بائع جرائد في الاشارات )جتكم نيله شوية زباله ....................................,egypt
هاد المتل عندو جوج ديال المعاني,morocco
كنت بحب برنامجك قوي ...,egypt
"""هههه كي تشوف وجهو تضحك و كي تسمع كلامو تندم ... راك ماسط.",tunisia
بس وش نتكلم وش نقول..بس اللي مصبرنا ان دائما الناجح هو اللي دايم على اللسن الناس سواء مدح او سب وهذا طبعا شي معروف منذ مبطي.انتبه يالفريدي.,egypt
اقمار فى رمضان...ربى يهديكم,tunisia
طياااااااارة,tunisia
نقولو لاباس اليوم جاز بالصح والله طبت تاع الصح,algeria
هو نورمال المرة الأولى معاها و هي أوسي نورمال و أومبعد تبدلت,algeria
هي كملتها شنو قال ليك الطبيب,morocco
حمار ممسطو عبد ومركو والله يستاهل كفوف,tunisia
الله غالب كمشة طاحنة مخالين الكورة و يتفرجو في قحاب مفيدة,tunisia
مبغاش يحدد لي تاريخ واضح,morocco
كيما تعرفي ماكاش جديد,algeria
نقص من الضحك الماسط على خاطر الفلجا موش موتياتك و زيد معاش تتبهلل,tunisia
مستوي منحط,tunisia
رجعلي قالي لا باسكو ما عندوش الوقت و يبريباري في دوكتورا و راح يسوتني و كدا و ما عندوش الوقت,algeria
خلي الحكومات نايمة,egypt
شنو تاريخ ديال ليوم,morocco
1- الوحيد اللى لم يتحدث عن أزمة شوبير و مرتضى .,egypt
بالصح هدي ماشي لافوت تاعك هدي لافوت تاع يماك كلما نجي نهدر معاك تقول لي خليه راه صغير,algeria
عطاني,morocco
ما علابالكش واش أحوالها,algeria
احنا نستحق اننا نكون كدة مقصدش اللى فوق لكن ااقصد اتفه خلق الله عيب عيب عيب ده اسمه تهريج علنى اتقوا الله الشاشات بقت بتصلح الناس على بعض لأننا من غير مشاكل فضاوة الميه نظيفة والكهربا نظيفة والشوارع نظيفة والعيشة واللى عيشنها نظيفة وواحد من الناس نظيف ....................... وحكومتنا نظيفة,egypt
انسان مريض.,tunisia
التقشير تيعي مسكين ما بقى فيه والو يصلح,algeria
مكانش امصط منكم يا مصطا,tunisia
فنان هذا اكيد اما كان نشفوه في ديو مع كلاي يكون عندو اكثر شعبية.,tunisia
النظام هيلاقيها منين ولا منين,egypt
عندو بزاف معاني ملاح بزاف,algeria
شكيب كلب نهضاوي و كلب غير وفي ناقم ع الامنينين و نداء لكل أمني باش يرد بالو من ها الكلب المكلوب.,tunisia
إيه  نسييو يكون مراد معانا باش نهدرو على الفيشيي اللي بعتته لكم و نكملو,algeria
تقد تكون كتبان كبيرة من نحيت البنية الجسدية بحال رؤى,morocco
واحد المرة قالو لقريعي واش بيكم وليتو,algeria
الله يكون بعون المسن.. مترو انفاق يفك ازمته او جسر معلق 0,egypt
4- علاء سعيد الدمنهورى امين الشباب سى السمعه ليس له اى نشاط بالحزب جاء عن طريق الخطا تاجر باروح الشباب عن طريق الاقراص المخدرة...,egypt
لالا هاديا  غبي في حد داتو,algeria
أبﺮي تسعة سنين هي قﺎعدة اطل على طاقة زادت شافاتو,algeria
قالت لي قال لي خويا شنو,morocco
راه جاو راه جاو,morocco
شنو درتو أنا متنقدش نتسنا,morocco
نكرة لاتاريخ لهاولااتصوران لهامستقبل فني....مجردفقاعة في فن التمثيل...وتستمرالرداءة,tunisia
نورمال لبسة ولا حاجة,algeria
سيبون ما عدناش نحملوا,algeria
الزراعة في مصر خربوها بتوع الكراسي والعربيات المرسيدس والحرس اللي بيضرب الغلابة انا عندي مشكلة ذي ملايين فلاحين نزرع اية يابيه لما تحرم زراعة الارز ارفع سعر الزرة وله كله بيتفلسف وبس والفلاح يشيل الطين حرام عليكم لما بتحرموا زراعة الارز عشان الماء طيب هاتوا البديل والا لاتستحقون تكونوا وزراء اما كلام وقرارات وخلاص يبقي دة خراب ويبقي مصر داخلة علي الحراب الحقيقي حرام عليكم عاملين غرامات ماشي ياسيدنا هو احنا بنزرع ارز ليه عشان نقدر نلبس جزم بدل المشي حافيين ونشتري متر قماش بدل ما اللعيال هدومهم متخيطة ومرقعة حرام عليكم زراعة اية وخراب اية الوزير بتاع الزراعة وبتاع الري كمان ومحافظ الشرقية لازم يرحلوا دول خربوها والله العظيم خربوها ومنهم لله وخلوا بالكم ياناس والله العظيم احنا غلابة وملناش اي هدف غير اننا نعيش فقراء بس نعيش بدون مشاكل ونقدر ناكل عيلنا عيش حاف حتي رضا من عند ربنا لكن قرارات وبس هي دي المصيبة من اسشيادنا اصحب العربيات والحراسات والاموال والخدامين ومنهم لله الظلمة,egypt
تسمى ولا مشروع و شرعي,algeria
هذا شيخ اللواط و الوموبنة أمثالكم... الإسلام بريء منكم,tunisia
دوكمون تيتبنا خطوة ب خطوة,morocco
قالت لي أسما برونات خالقة في,algeria
متنضنش دكشي سليمة,morocco
إيه مليحة بالصح حتى انا عدت نستحفظ كي تتشارجا نحي الشارجور و هكا,algeria
